unique_id,ds,Best-Fit,Equal-All,Equal-Best3,InverseMSE,InverseMSE-Best3
store_12,2015-08-23,0.0,29648.99461359494,27275.974709075213,7216.055070036004,3929.901224892813
store_12,2015-08-30,0.0,30595.265641273076,27294.660542105375,7494.963285530891,3932.6364387994827
store_12,2015-09-06,0.0,29058.67952609407,27313.34637513553,7040.612205776981,3935.3716527061515
store_13,2015-07-19,0.0,24894.54084443368,21503.796321490296,4788.217007443515,2621.7028687974935
store_13,2015-07-26,0.0,27619.311836800094,21503.796321490296,5349.727766735892,2621.7028687974935
store_13,2015-08-02,0.0,26861.511400595078,21503.796321490296,5193.3847826146175,2621.7028687974935
store_13,2015-08-09,0.0,24645.568107247203,21503.796321490296,4736.478456175551,2621.7028687974935
store_13,2015-08-16,0.0,26501.481956756474,21503.796321490296,5118.893864436596,2621.7028687974935
store_13,2015-08-23,0.0,24444.96723483717,21503.796321490296,4694.850150912848,2621.7028687974935
store_13,2015-08-30,0.0,26240.45251291787,21503.796321490296,5064.8095687947,2621.7028687974935
store_13,2015-09-06,0.0,24636.652076712853,21503.796321490296,4734.082719364719,2621.7028687974935
store_14,2015-07-19,0.0,23889.47203651838,19863.551800222274,3542.259205713467,1663.1785661263177
store_14,2015-07-26,0.0,25523.136158655783,23677.88513355561,3837.177440839194,1975.695585653592
store_14,2015-08-02,0.0,25328.65742365033,23226.551800222274,3802.164671870877,1938.7168174599428
store_14,2015-08-09,0.0,23579.607260073448,19147.88513355561,3486.593241767031,1604.5423657483523
store_14,2015-08-16,0.0,25040.98566792514,22560.218466888942,3750.418502684942,1884.1226094694662
store_14,2015-08-23,0.0,23454.078361491116,18859.88513355561,3464.1095317236086,1580.9458696484166
store_14,2015-08-30,0.0,25094.171055057093,22689.218466888942,3760.1879524541046,1894.6918733475625
store_14,2015-09-06,0.0,23351.978034337357,18626.551800222274,3445.8540536620117,1561.8283380859684
store_15,2015-07-19,0.0,41543.527913304795,38843.646555980915,12253.642440054486,6933.360440887084
store_15,2015-07-26,0.0,44404.98141960948,38863.45282896157,13242.382892142261,6936.930914291286
store_15,2015-08-02,0.0,43711.57778305703,38883.25910194223,13002.182310300503,6940.501387695489
store_15,2015-08-09,0.0,41781.88843221886,38903.06537492289,12334.588395086854,6944.071861099692
store_15,2015-08-16,0.0,44563.913367094974,38922.87164790355,13295.869788548007,6947.642334503895
store_15,2015-08-23,0.0,41892.224016256805,38942.677920884205,12371.760854437476,6951.212807908097
store_15,2015-08-30,0.0,44512.6775225615,38962.48419386486,13277.185781519658,6954.783281312299
store_15,2015-09-06,0.0,41614.55960029475,38982.290466845516,12274.798775604824,6958.3537547165015
store_16,2015-07-19,0.0,43864.70751639139,42113.00456114734,22073.22640890425,14782.639794318582
store_16,2015-07-26,0.0,46494.127363719635,42113.00456114734,23541.97377801116,14782.639794318582
store_16,2015-08-02,0.0,45603.690068190735,42113.00456114734,23047.321457052614,14782.639794318582
store_16,2015-08-09,0.0,44495.82420123326,42113.00456114734,22431.38603498284,14782.639794318582
store_16,2015-08-16,0.0,46065.529762847225,42113.00456114734,23309.017737832775,14782.639794318582
store_16,2015-08-23,0.0,45061.23532446118,42113.00456114734,22750.855146450016,14782.639794318582
store_16,2015-08-30,0.0,46867.79802893229,42113.00456114734,23760.60733658144,14782.639794318582
store_16,2015-09-06,0.0,44022.6464476891,42113.00456114734,22175.602405567064,14782.639794318582
store_17,2015-07-19,0.0,40148.88601276027,37543.540645550034,6542.052571416817,3490.2999969528005
store_17,2015-07-26,0.0,43085.968891713375,37543.540645550034,7092.3716761934575,3490.2999969528005
store_17,2015-08-02,0.0,42890.90891352363,37543.540645550034,7056.169616882577,3490.2999969528005
store_17,2015-08-09,0.0,40402.277506762446,37543.540645550034,6590.476233082524,3490.2999969528005
store_17,2015-08-16,0.0,43083.50324285841,37543.540645550034,7092.883848468936,3490.2999969528005
store_17,2015-08-23,0.0,40691.44326466866,37543.540645550034,6645.274309910533,3490.2999969528005
store_17,2015-08-30,0.0,43464.24042933606,37543.540645550034,7164.829476776083,3490.2999969528005
store_17,2015-09-06,0.0,40016.03759400345,37543.540645550034,6519.447944324907,3490.2999969528005
store_18,2015-07-19,0.0,33826.40210715451,33168.74995486179,6507.45419869964,3772.690844244913
store_18,2015-07-26,0.0,35894.28349920637,33210.28490781742,6909.063950008622,3777.4278242326245
store_18,2015-08-02,0.0,35815.736319829666,33251.819860773045,6894.222242702095,3782.1648042203356
store_18,2015-08-09,0.0,33883.331997595815,33293.35481372866,6519.69397443361,3786.901784208047
store_18,2015-08-16,0.0,36278.21338964768,33334.88976668429,6984.748477075096,3791.638764195758
store_18,2015-08-23,0.0,34246.666210270974,33376.424719639916,6590.984447590028,3796.3757441834696
store_18,2015-08-30,0.0,36595.690459465695,33417.959672595534,7047.141717737965,3801.112724171181
store_18,2015-09-06,0.0,34149.714708660424,33459.49462555116,6572.969988988764,3805.8497041588926
store_19,2015-07-19,0.0,17552.048341947353,16207.260380574357,5582.555127569948,3388.7164861521774
store_19,2015-07-26,0.0,19274.247404401325,16175.5391089975,6052.115390744052,3382.0922906166984
store_19,2015-08-02,0.0,19423.73218114102,16143.817837420644,6091.928293366751,3375.468095081219
store_19,2015-08-09,0.0,17570.07410073785,16112.096565843785,5584.378357434469,3368.84389954574
store_19,2015-08-16,0.0,19005.41602033468,16080.375294266929,5975.5543259417345,3362.219704010261
store_19,2015-08-23,0.0,17938.329368502942,16048.654022690072,5682.936624290134,3355.595508474782
store_19,2015-08-30,0.0,19109.671288099773,16016.932751113214,6001.9740586617845,3348.971312939303
store_19,2015-09-06,0.0,17404.29892198232,15985.211479536358,5534.943494175806,3342.347117403824
store_2,2015-07-19,0.0,29145.663087020614,27184.07392060535,5178.323418509595,2876.849076231387
store_2,2015-07-26,0.0,31181.151636638933,27184.07392060535,5566.768875121804,2876.849076231387
store_2,2015-08-02,0.0,30825.640186257253,27184.07392060535,5499.520323383371,2876.849076231387
store_2,2015-08-09,0.0,29171.128735875576,27184.07392060535,5184.69899170036,2876.849076231387
store_2,2015-08-16,0.0,30790.04585692247,27184.07392060535,5493.751263849973,2876.849076231387
store_2,2015-08-23,0.0,29321.105835112216,27184.07392060535,5214.297472159045,2876.849076231387
store_2,2015-08-30,0.0,31219.594384730535,27184.07392060535,5576.632481617746,2876.849076231387
store_2,2015-09-06,0.0,29196.225791491714,27184.07392060535,5191.511697848857,2876.849076231387
store_20,2015-07-19,0.0,24676.23345785704,20802.86311922368,8119.0792315212975,4067.123148164863
store_20,2015-07-26,0.0,26122.579150332505,24179.86311922368,8721.918662135815,4756.681428648179
store_20,2015-08-02,0.0,26031.35341423654,23969.196452557015,8684.078659098956,4713.664862340267
store_20,2015-08-09,0.0,24945.27053528343,21437.196452557015,8231.698883141147,4196.649296398971
store_20,2015-08-16,0.0,26322.044799187468,24651.86311922368,8805.549102180059,4853.0603177178045
store_20,2015-08-23,0.0,25753.8190630915,23328.196452557015,8568.951445239833,4582.777430362237
store_20,2015-08-30,0.0,26371.593326995535,24771.86311922368,8826.539485426218,4877.563425108387
store_20,2015-09-06,0.0,24780.653305185286,21061.86311922368,8163.794465714441,4120.009021616204
store_21,2015-07-19,0.0,34385.19960018663,32541.02807473572,9068.092642653693,5583.213194996589
store_21,2015-07-26,0.0,36458.67288262938,32541.02807473572,9650.283061536238,5583.213194996589
store_21,2015-08-02,0.0,35809.146165072125,32541.02807473572,9468.948237254544,5583.213194996589
store_21,2015-08-09,0.0,34448.1908760863,32541.02807473572,9088.12987533275,5583.213194996589
store_21,2015-08-16,0.0,36582.521301386194,32541.02807473572,9687.38454863993,5583.213194996589
store_21,2015-08-23,0.0,34973.85172668608,32541.02807473572,9237.107460961524,5583.213194996589
store_21,2015-08-30,0.0,36326.46786627168,32541.02807473572,9617.170584476211,5583.213194996589
store_21,2015-09-06,0.0,34387.79829157158,32541.02807473572,9074.361976326194,5583.213194996589
store_22,2015-07-19,0.0,46969.939955513866,43978.852262611246,10573.56351179081,5934.552268474012
store_22,2015-07-26,0.0,50393.260914856946,44050.593534157306,11463.555774870778,5944.17528934353
store_22,2015-08-02,0.0,49336.58187420003,44122.334805703365,11187.9454539235,5953.798310213047
store_22,2015-08-09,0.0,47459.47426211453,44194.076077249425,10698.87672608628,5963.421331082565
store_22,2015-08-16,0.0,50155.50950717189,44265.81734879549,11399.644411510551,5973.044351952083
store_22,2015-08-23,0.0,47206.83046651497,44337.558620341544,10631.775142130336,5982.6673728216
store_22,2015-08-30,0.0,50440.579997286615,44409.29989188761,11472.444872397673,5992.290393691119
store_22,2015-09-06,0.0,47370.61524234398,44481.04116343367,10673.019589183303,6001.913414560637
store_23,2015-07-19,0.0,26365.859304107205,23972.852371161087,4993.969694663076,2799.8761863477466
store_23,2015-07-26,0.0,28566.067592002517,23972.852371161087,5428.750356995049,2799.8761863477466
store_23,2015-08-02,0.0,28168.99016561211,23972.852371161087,5349.9911560278815,2799.8761863477466
store_23,2015-08-09,0.0,26414.76988207885,23972.852371161087,5002.895301337496,2799.8761863477466
store_23,2015-08-16,0.0,28409.12102711702,23972.852371161087,5396.973530194189,2799.8761863477466
store_23,2015-08-23,0.0,26731.043600726618,23972.852371161087,5064.932774075854,2799.8761863477466
store_23,2015-08-30,0.0,28831.394745764785,23972.852371161087,5479.969507886508,2799.8761863477466
store_23,2015-09-06,0.0,26468.888747945806,23972.852371161087,5012.602340401021,2799.8761863477466
store_24,2015-07-19,0.0,20369.303681353696,17752.486897713334,3000.459846783554,1558.3253344648058
store_24,2015-07-26,0.0,22692.339166262092,23173.139670387638,3439.207954483329,2021.082693219069
store_24,2015-08-02,0.0,22074.08893688478,21730.79244306194,3322.545599622604,1898.049081645113
store_24,2015-08-09,0.0,20483.695850364602,18020.111882402907,3022.311036411585,1581.4020088499456
store_24,2015-08-16,0.0,21851.15990670157,21211.09798841054,3280.6161607674785,1853.8462974927193
store_24,2015-08-23,0.0,20642.766820181398,18391.75076108484,3052.515629169786,1613.2789301061512
store_24,2015-08-30,0.0,22354.802305089797,22386.736867092477,3375.887052796937,1954.3485925131513
store_24,2015-09-06,0.0,20421.837789998193,17876.722973100113,3010.963855401641,1569.4744690187238
store_25,2015-07-19,0.0,19741.749238108358,16745.743133194315,2958.167573586908,1347.2202764978097
store_25,2015-07-26,0.0,20646.32284770487,16745.743133194315,3084.338026946761,1347.2202764978097
store_25,2015-08-02,0.0,20630.039314444235,16745.743133194315,3082.1267556819657,1347.2202764978097
store_25,2015-08-09,0.0,19394.184352612174,16745.743133194315,2909.888369443446,1347.2202764978097
store_25,2015-08-16,0.0,20273.757962208685,16745.743133194315,3032.5734362365424,1347.2202764978097
store_25,2015-08-23,0.0,19208.617286090914,16745.743133194315,2884.1352611253046,1347.2202764978097
store_25,2015-08-30,0.0,19935.619467115994,16745.743133194315,2985.5495116138513,1347.2202764978097
store_25,2015-09-06,0.0,19186.764505283933,16745.743133194315,2881.206455695752,1347.2202764978097
store_26,2015-07-19,0.0,43127.122353105806,35934.625,12948.977585006607,6367.195903953263
store_26,2015-07-26,0.0,46008.45354678652,42637.95833333333,14008.464214485892,7558.294832581776
store_26,2015-08-02,0.0,45601.49902618153,41668.625,13858.950380856872,7386.0563599586185
store_26,2015-08-09,0.0,43569.25879129082,36906.95833333333,13111.86950105602,6539.967439249602
store_26,2015-08-16,0.0,46501.018556400115,43727.95833333333,14189.89714901985,7751.974270503966
store_26,2015-08-23,0.0,43921.921178652265,37690.291666666664,13241.753893131649,6679.15602613558
store_26,2015-08-30,0.0,46245.538086618704,43092.291666666664,14096.186312515581,7639.024212975643
store_26,2015-09-06,0.0,43465.58356601371,36585.95833333333,13074.19412747931,6482.9297332193055
store_27,2015-07-19,0.0,27474.80349526915,25939.175076747604,3342.927017598233,1838.654482659594
store_27,2015-07-26,0.0,29146.24624336075,25939.175076747604,3549.890880385655,1838.654482659594
store_27,2015-08-02,0.0,28880.688991452353,25939.175076747604,3517.5396524635144,1838.654482659594
store_27,2015-08-09,0.0,27382.131739543955,25939.175076747604,3332.8520761444242,1838.654482659594
store_27,2015-08-16,0.0,29260.717344778415,25939.175076747604,3565.408304263277,1838.654482659594
store_27,2015-08-23,0.0,26979.58866429859,25939.175076747604,3284.0345367127547,1838.654482659594
store_27,2015-08-30,0.0,29459.31712667591,25939.175076747604,3590.861574014131,1838.654482659594
store_27,2015-09-06,0.0,27426.18844619608,25939.175076747604,3340.128045232825,1838.654482659594
store_28,2015-07-19,0.0,23307.552653862433,20897.900212701916,3724.4483090638423,1896.1008229625477
store_28,2015-07-26,0.0,24802.71950228119,20897.900212701916,3998.8043595178074,1896.1008229625477
store_28,2015-08-02,0.0,24490.172064985658,20897.900212701916,3941.2367765096847,1896.1008229625477
store_28,2015-08-09,0.0,23064.481770547274,20897.900212701916,3679.2793600942136,1896.1008229625477
store_28,2015-08-16,0.0,24021.79147610889,20897.900212701916,3854.8767192264813,1896.1008229625477
store_28,2015-08-23,0.0,22963.386895956217,20897.900212701916,3660.358504773317,1896.1008229625477
store_28,2015-08-30,0.0,24342.553744374974,20897.900212701916,3913.4152040046474,1896.1008229625477
store_28,2015-09-06,0.0,23184.006307079446,20897.900212701916,3700.509249148691,1896.1008229625477
store_29,2015-07-19,0.0,31792.43941060844,29703.31536775557,7582.93852010637,4076.916662637711
store_29,2015-07-26,0.0,33592.72960839625,29720.949238929683,8085.936719873067,4079.2885365492957
store_29,2015-08-02,0.0,33583.30552046978,29738.583110103795,8083.006549037786,4081.6604104608805
store_29,2015-08-09,0.0,32346.881432543312,29756.216981277907,7737.053108933447,4084.0322843724653
store_29,2015-08-16,0.0,34320.74305890255,29773.85085245202,8288.575382767196,4086.4041582840505
store_29,2015-08-23,0.0,32961.46182811894,29791.48472362613,7908.2756844754795,4088.7760321956353
store_29,2015-08-30,0.0,34394.75202590675,29809.118594800242,8308.674422284766,4091.14790610722
store_29,2015-09-06,0.0,32629.899366551712,29826.752465974354,7814.992134465183,4093.519780018805
store_3,2015-07-19,0.0,41223.036863106485,36241.166666666664,15056.799374909015,8322.83666552872
store_3,2015-07-26,0.0,43931.95764249879,42525.5,16402.290256570173,9868.532119454952
store_3,2015-08-02,0.0,43408.008937080056,41266.5,16137.640446360418,9558.86831372221
store_3,2015-08-09,0.0,41830.62025350851,37549.5,15348.322571476727,8644.634504422289
store_3,2015-08-16,0.0,42900.649599002565,40009.83333333333,15877.562238929857,9249.778414963292
store_3,2015-08-23,0.0,41616.097772425244,36976.166666666664,15234.095538743262,8503.617362282941
store_3,2015-08-30,0.0,42980.108369247406,40122.5,15909.75614464359,9277.489923127883
store_3,2015-09-06,0.0,40230.53921470631,33670.5,14536.634584796775,7690.555153796947
store_30,2015-07-19,0.0,14963.362358134882,13842.550336920325,4202.4066938610695,2362.7010261678697
store_30,2015-07-26,0.0,15447.403604148027,13831.018078889927,4338.598127134292,2360.755626970483
store_30,2015-08-02,0.0,15523.730564446885,13819.485820859529,4360.246788717108,2358.810227773096
store_30,2015-08-09,0.0,15168.77181046003,13807.95356282913,4260.730549202049,2356.8648285757095
store_30,2015-08-16,0.0,16050.384485044604,13796.421304798732,4508.615231814585,2354.919429378323
store_30,2015-08-23,0.0,15391.711445343462,13784.889046768334,4323.773858237226,2352.974030180936
store_30,2015-08-30,0.0,16002.752691356607,13773.356788737936,4495.6445220755395,2351.028630983549
store_30,2015-09-06,0.0,15274.36536594118,13761.824530707538,4291.217699099119,2349.0832317861623
store_31,2015-07-19,0.0,33035.137408075105,30406.608150648524,5461.4826036155,2648.96514660123
store_31,2015-07-26,0.0,35660.665790512816,30427.461908143145,5952.45639016774,2650.7934668260104
store_31,2015-08-02,0.0,34835.33703009339,30448.31566563777,5797.388851211732,2652.621787050791
store_31,2015-08-09,0.0,33059.00826967397,30469.16942313239,5464.282849600137,2654.4501072755716
store_31,2015-08-16,0.0,34345.67950925454,30490.02318062701,5704.606722977045,2656.2784275003523
store_31,2015-08-23,0.0,32931.20789169226,30510.876938121633,5439.244663968214,2658.1067477251327
store_31,2015-08-30,0.0,34720.02198841569,30531.730695616254,5773.575627060369,2659.935067949913
store_31,2015-09-06,0.0,33120.693227996264,30552.584453110874,5473.60612165281,2661.7633881746933
store_32,2015-07-19,0.0,19416.142071354952,14994.740532907106,2983.7901007060705,1342.9945723178562
store_32,2015-07-26,0.0,20979.716771464005,18632.407199573772,3291.5958551740086,1669.2919023646882
store_32,2015-08-02,0.0,20595.862900144486,17726.07386624044,3215.4769149800995,1587.9941436917902
store_32,2015-08-09,0.0,19297.437600253535,14685.740532907106,2959.0553122843457,1315.2773886879274
store_32,2015-08-16,0.0,20460.440871791157,17388.740532907104,3187.89064100171,1557.735470732256
store_32,2015-08-23,0.0,19319.301286185924,14715.407199573772,2962.477040713724,1317.9384775153962
store_32,2015-08-30,0.0,20563.018843437832,17606.740532907104,3207.2247412388897,1577.2899886329826
store_32,2015-09-06,0.0,19401.593543546885,14886.07386624044,2977.8119253815094,1333.247213241959
store_33,2015-07-19,0.0,22763.662027753948,18400.794731425878,8444.207005387627,4047.7697852877745
store_33,2015-07-26,0.0,24483.94774203966,22407.794731425878,9228.120328048572,4963.222612474273
store_33,2015-08-02,0.0,23985.662027753948,21238.128064759207,9000.42420946616,4695.996593790518
store_33,2015-08-09,0.0,23155.233456325375,19293.461398092542,8621.279800420723,4251.711443320006
store_33,2015-08-16,0.0,24223.233456325375,21778.461398092542,9107.768222327182,4819.442982016897
store_33,2015-08-23,0.0,24030.94774203966,21322.794731425878,9019.59994811974,4715.3398279728135
store_33,2015-08-30,0.0,24448.090599182517,22289.128064759207,9209.314859768328,4936.111622832946
store_33,2015-09-06,0.0,22907.233456325375,18686.794731425878,8506.233956756168,4113.110316501985
store_34,2015-07-19,0.0,35619.98091831138,32687.604331021736,10177.46462464549,5391.233433578647
store_34,2015-07-26,0.0,37401.27426618489,32687.604331021736,10573.7207810459,5391.233433578647
store_34,2015-08-02,0.0,36616.28189977267,32687.604331021736,10399.400198107092,5391.233433578647
store_34,2015-08-09,0.0,35307.432390503316,32687.604331021736,10108.607509670795,5391.233433578647
store_34,2015-08-16,0.0,36645.725738376816,32687.604331021736,10406.368984002016,5391.233433578647
store_34,2015-08-23,0.0,35365.16194339318,32687.604331021736,10121.865217542403,5391.233433578647
store_34,2015-08-30,0.0,37002.74100555239,32687.604331021736,10486.168568344101,5391.233433578647
store_34,2015-09-06,0.0,35966.748639140176,32687.604331021736,10256.041743420268,5391.233433578647
store_35,2015-07-19,0.0,22339.27555095808,20261.564071828398,7574.975163296109,4145.361086721157
store_35,2015-07-26,0.0,23809.976648681753,20266.45441944318,8020.338995300156,4146.351690724753
store_35,2015-08-02,0.0,23361.34995562109,20271.246588561175,7884.249630418377,4147.3224073870715
store_35,2015-08-09,0.0,22632.396316502825,20275.94255021143,7663.232373200133,4148.2736359658775
store_35,2015-08-16,0.0,23671.973701952127,20280.544235852678,7977.9762181972,4149.205767703452
store_35,2015-08-23,0.0,22618.368637404485,20285.05353816772,7658.598943429904,4150.119185987502
store_35,2015-08-30,0.0,23539.29620343933,20289.472311841902,7937.3898666368705,4151.014266508854
store_35,2015-09-06,0.0,22829.614321821275,20293.802374325973,7722.19348649727,4151.8913774159755
store_36,2015-07-19,0.0,27523.021035947004,25494.733562247846,4807.278754394287,2623.3445970722532
store_36,2015-07-26,0.0,28766.727688073504,25494.733562247846,5046.634588583708,2623.3445970722532
store_36,2015-08-02,0.0,28625.005768771432,25494.733562247846,5019.284799098454,2623.3445970722532
store_36,2015-08-09,0.0,27463.140992326502,25494.733562247846,4795.549687004326,2623.3445970722532
store_36,2015-08-16,0.0,28882.990501595857,25494.733562247846,5068.814371883671,2623.3445970722532
store_36,2015-08-23,0.0,27713.554296579503,25494.733562247846,4843.62170173069,2623.3445970722532
store_36,2015-08-30,0.0,29192.546662991714,25494.733562247846,5128.271840126359,2623.3445970722532
store_36,2015-09-06,0.0,27792.82474368964,25494.733562247846,4858.747404107882,2623.3445970722532
store_37,2015-07-19,0.0,31812.5581363012,24827.416666666664,7127.732231816918,3214.947150656203
store_37,2015-07-26,0.0,34966.15352630253,32138.416666666664,7993.524701080951,4157.597286908982
store_37,2015-08-02,0.0,34060.60605916101,29978.083333333332,7743.199835798374,3879.0528318388024
store_37,2015-08-09,0.0,32466.77287773377,26211.75,7303.621316759002,3393.4373715953266
store_37,2015-08-16,0.0,34926.22541059225,31903.083333333332,7978.54963002381,4127.25437913556
store_37,2015-08-23,0.0,33938.39222916501,29550.75,7705.599172262214,3823.954237270067
store_37,2015-08-30,0.0,34387.55904773777,30551.416666666664,7827.771691490987,3952.976063241473
store_37,2015-09-06,0.0,32358.440152024818,25769.416666666664,7268.505359459305,3336.4047389957077
store_38,2015-07-19,0.0,47851.295840559425,44377.448564358754,9451.837024865732,5094.411899924255
store_38,2015-07-26,0.0,51006.44547924166,44387.555991004076,10124.300229195953,5095.539965999278
store_38,2015-08-02,0.0,50451.79419712408,44397.46126911649,10004.175531661613,5096.645470752802
store_38,2015-08-09,0.0,48521.05801262268,44407.168441666654,9590.052930759324,5097.728865411255
store_38,2015-08-16,0.0,51070.81005235656,44416.68147076582,10133.16804866894,5098.79059217654
store_38,2015-08-23,0.0,48574.48055184102,44426.00423928299,9598.203906079281,5099.831084406517
store_38,2015-08-30,0.0,50698.07114188105,44435.14055242983,10050.266685748773,5100.850766791897
store_38,2015-09-06,0.0,48707.583420665535,44444.09413931373,9623.369399210424,5101.850055529568
store_39,2015-07-19,0.0,27020.712070641726,22572.464615212375,7424.921052283834,3732.0671468068986
store_39,2015-07-26,0.0,28557.635734763862,26151.131281879043,7939.121769874381,4304.248736651045
store_39,2015-08-02,0.0,27989.13082745743,24817.131281879043,7748.248010738457,4090.959734922629
store_39,2015-08-09,0.0,26849.76877729385,22151.131281879043,7366.203291567321,3664.7015050815817
store_39,2015-08-16,0.0,27708.406727130277,24147.131281879043,7653.256932519431,3983.835573634744
store_39,2015-08-23,0.0,26792.330391252413,22002.131281879043,7345.987040809514,3640.878370705619
store_39,2015-08-30,0.0,27576.825483945977,23825.131281879043,7608.211420435729,3932.3520214934024
store_39,2015-09-06,0.0,26608.177719496685,21557.464615212375,7283.336195068917,3569.7820367961467
store_4,2015-07-19,0.0,27430.907000903175,25946.762645873314,6323.630963650623,3545.9349044920546
store_4,2015-07-26,0.0,29418.376197672016,26001.170415433182,6751.086283958689,3552.9643488053816
store_4,2015-08-02,0.0,29149.131108726575,26055.578184993054,6694.10494399557,3559.9937931187087
store_4,2015-08-09,0.0,27640.743162638275,26109.98595455292,6371.1235033049525,3567.023237432036
store_4,2015-08-16,0.0,29189.069502264258,26164.393724112793,6704.310399629121,3574.0526817453633
store_4,2015-08-23,0.0,28251.11012760453,26218.80149367266,6503.77977773086,3581.0821260586904
store_4,2015-08-30,0.0,29718.150752944803,26273.20926323253,6819.517509043046,3588.111570372018
store_4,2015-09-06,0.0,28106.048521142216,26327.6170327924,6474.272283117454,3595.141014685345
store_40,2015-07-19,0.0,34586.65105186933,30571.521665557702,6673.521800114929,3461.1369660400155
store_40,2015-07-26,0.0,37334.649961356794,30571.521665557702,7288.599165776003,3461.1369660400155
store_40,2015-08-02,0.0,36356.50601370139,30571.521665557702,7069.155113249769,3461.1369660400155
store_40,2015-08-09,0.0,33882.07635176028,30571.521665557702,6514.597103966495,3461.1369660400155
store_40,2015-08-16,0.0,35631.07526124774,30571.521665557702,6905.9345517736465,3461.1369660400155
store_40,2015-08-23,0.0,33921.35988502092,30571.521665557702,6522.644922337655,3461.1369660400155
store_40,2015-08-30,0.0,35788.215937365516,30571.521665557702,6940.378113349366,3461.1369660400155
store_40,2015-09-06,0.0,33876.64341828154,30571.521665557702,6511.879774643019,3461.1369660400155
store_41,2015-07-19,0.0,35499.27314701414,29497.125,14832.069097888601,6992.152151735924
store_41,2015-07-26,0.0,37197.27532803921,33416.125,15660.418524283745,7981.584374887485
store_41,2015-08-02,0.0,36675.848937635725,32156.45833333333,15403.176975658682,7663.5555944766875
store_41,2015-08-09,0.0,35470.422547232236,29300.791666666664,14811.369928295415,6942.583760187377
store_41,2015-08-16,0.0,36622.71044254303,31946.45833333333,15372.793664385641,7610.5367715979355
store_41,2015-08-23,0.0,36888.4269092824,32523.45833333333,15500.567967483115,7756.212299221936
store_41,2015-08-30,0.0,36545.286233164625,31679.791666666664,15330.53146113568,7543.211282228092
store_41,2015-09-06,0.0,35264.859842761136,28649.125,14702.039600314278,6778.0570955398225
store_42,2015-07-19,0.0,40021.373964913844,35411.00617258524,7488.652191878693,3724.4247623226497
store_42,2015-07-26,0.0,41902.10242729116,39803.67283925191,7905.882277243042,4173.474018413114
store_42,2015-08-02,0.0,41737.68803252562,39424.33950591857,7869.591626817788,4134.695899318339
store_42,2015-08-09,0.0,39513.416494902944,34238.67283925191,7376.51727358796,3604.5806104278126
store_42,2015-08-16,0.0,40763.71638585169,37160.33950591857,7653.946645971063,3903.253909079575
