unique_id,metric,Naive,WindowAverage,RWD,AutoARIMA,AutoETS,SeasonalNaive,SeasWA,Best-Fit,Equal-All,Equal-Best3,InverseMSE,InverseMSE-Best3
store_49,mape,0.20530519134679506,0.18538395500299906,0.20724634345685294,0.028765810482750044,0.1795345816750235,0.08334054037338803,,0.028765810482750044,0.16044804089348125,0.06820425271381125,0.06375707365874975,0.03381172805193566
store_5,mape,0.16539866635873532,0.14922336563177396,0.1673648810587414,0.02423028055654242,0.14799129247929627,0.13926303737344717,,0.02423028055654242,0.16592964491445092,0.07463714561274112,0.06389722646512438,0.04170066133201605
store_50,mape,0.18770075357085597,0.15701446763507784,0.19028366400545518,0.018004173483190326,0.15134040854932476,0.0722106134256719,,0.018004173483190326,0.15698602595577205,0.05917005119022034,0.05003102738604195,0.026751456115872173
store_51,mape,0.2033070257556473,0.18829004332282673,0.20664562764740718,0.02277133304567664,0.1824502422752051,0.05157960183417397,,0.02277133304567664,0.16211344223712593,0.06468942565761215,0.05167586735921398,0.026945119003727876
store_52,mape,0.14852613384953656,0.11944467455258831,0.15081348931206912,0.03245537977348258,0.11505676034043252,0.09576706201256444,,0.03245537977348258,0.15591210658303772,0.05584940225540201,0.053971655084648226,0.04128446557413117
store_53,mape,0.15096128040944057,0.13846868396422787,0.15171393756215146,0.03641937694371764,0.13454839962505302,0.07005644044488438,,0.03641937694371764,0.1631193879603376,0.05857036343547038,0.06164658705139876,0.046270977157307644
store_54,mape,0.21279672133149913,0.18762771583773014,0.21752314064495953,0.02759406638456501,0.1837347071846442,0.05518310301996573,,0.02759406638456501,0.16064797238004824,0.0573647677519253,0.05371481315681472,0.023972586961018928
store_55,mape,0.1813439064217986,0.15313432612876143,0.18372914901946139,0.020442103407777655,0.15339215238263837,0.06919064897429401,,0.020442103407777655,0.15184138062227032,0.05864417579382504,0.05283992218799016,0.02866825925370826
store_56,mape,0.20467270344234842,0.18812643286146816,0.20820056717905602,0.0325732766484291,0.18406652358769351,0.47404454069868923,,0.0325732766484291,0.1279866204642598,0.12405265988072964,0.08004024951675028,0.055391442693371554
store_57,mape,0.24490966514106968,0.21512102721761323,0.2478860040615681,0.026827546490174797,0.2134891592449441,0.1089675816417913,,0.026827546490174797,0.17179248264523667,0.07252345622102382,0.06742008040463379,0.03457488430362608
store_58,mape,0.184460505231982,0.1698090916962729,0.18757947886496087,0.028967827118975727,0.16633963868241025,0.05250410947162382,,0.028967827118975727,0.15492551798374668,0.060339942306241866,0.057306417051836867,0.034540293394150726
store_59,mape,0.21657429005553105,0.1957001098866028,0.22114452091509026,0.030285439747569354,0.1893353281534444,0.07302068874176135,,0.030285439747569354,0.1772797657832307,0.07182946795469594,0.06582900638709707,0.04192438564573335
store_6,mape,0.1311917767357878,0.11922730980002325,0.1323679486639571,0.023027637925730243,0.12089397720724551,0.08029016761044691,,0.023027637925730243,0.1569524296241234,0.06045250110520593,0.054554665870761784,0.0354398554383375
store_60,mape,0.1738011905199492,0.164911407759937,0.1749226350824723,0.03749634650713503,0.16471415683195748,0.10702081638297072,,0.03749634650713503,0.16199772122285244,0.06104648726616455,0.07197931522575651,0.04593159131927186
store_61,mape,0.18073461902010127,0.15579796432465498,0.1827320993772992,0.0277978645445316,0.15509010908166285,0.07874871143335492,,0.0277978645445316,0.15095341386161462,0.06343301259497533,0.060246869218933505,0.04173337682092579
store_62,mape,0.2643288934179142,0.22913923203252606,0.2706907946481155,0.041050453448976926,0.2232046611594582,0.10023309754317675,,0.041050453448976926,0.18098808557848436,0.09444824302398888,0.09160220943410331,0.0597727626761538
store_63,mape,0.17993212763277874,0.15286828503879574,0.1856503532440325,0.054571023515424165,0.14911600510613346,0.12855935739224295,,0.054571023515424165,0.1511223586590657,0.07411484362482917,0.09079493595234425,0.055206355779332375
store_64,mape,0.11280494258039511,0.10212615481292667,0.11377575874620853,0.016999439505492698,0.10201672061716238,0.06769879081948507,,0.016999439505492698,0.14613542087714165,0.04395576307972561,0.035898143688022584,0.025614115311420726
store_65,mape,0.14815805968165374,0.13875422622304148,0.14995377024270853,0.030369087984263,0.1357930697092044,0.07357677778897904,,0.030369087984263,0.15332497270077056,0.05755185059076266,0.06058466410910168,0.04180940261392813
store_66,mape,0.14987133229600522,0.14960094428392873,0.15242233802697627,0.04682148325028242,0.12728813426821534,0.08025120738015826,,0.04682148325028242,0.15898619013587922,0.06627731533358262,0.07604538200085083,0.05615025175639127
store_67,mape,0.19781574852670505,0.18910349333476786,0.20230222888584626,0.02644567825866307,0.18447430221498498,0.04496204508291996,,0.02644567825866307,0.16266964535006573,0.06193598838881281,0.05059835804135855,0.023426498612050158
store_68,mape,0.07666019450634196,0.07021315874143687,0.0776412007576487,0.027098404781712493,0.06707882963274919,0.06276559051615133,,0.027098404781712493,0.1402704693125652,0.03922048287169251,0.044579246774345105,0.03195807345202107
store_69,mape,0.16090666899705514,0.1425558701964112,0.1614238745234492,0.027984498845192708,0.13785815830586395,0.05382660697817946,,0.027984498845192708,0.13942949539801103,0.04534829743896574,0.048649707746725265,0.02981778616772417
store_7,mape,0.1369575358153598,0.16301115281465706,0.13827013247019312,0.04407044945240723,0.12304011670164845,0.07198269718080828,,0.04407044945240723,0.1403717437845282,0.04770807900864629,0.0580252707284726,0.04182892672564471
store_70,mape,0.2279844022105019,0.2119483077511895,0.23062878686510513,0.02857298471623514,0.21431451838655727,0.09012069396706543,,0.02857298471623514,0.17875562939374018,0.07758477305987702,0.06753059867284134,0.04153341706673799
store_71,mape,0.1594401309125823,0.145793766398089,0.16058993613670938,0.03383109496352345,0.1406272665837345,0.06563352844624079,,0.03383109496352345,0.1495669179877934,0.048196994454798074,0.05297820902230886,0.03377712099179584
store_72,mape,0.18509063777703447,0.17863479870117688,0.18799253322234932,0.03453277549036343,0.17648770069081393,0.05163423514842662,,0.03453277549036343,0.15878089580787555,0.06193009015428811,0.06068771608679081,0.030161492471076634
store_73,mape,0.18948627227933257,0.1668015178682671,0.189942953195966,0.036856596532476346,0.1540595935336657,0.10296255447371054,,0.036856596532476346,0.2140119532920906,0.07100872201142625,0.06894365879261724,0.047884168454650586
store_74,mape,0.11407891215039581,0.08940216727334756,0.1163663926562094,0.031348215234893353,0.08903700678296035,0.09879970676475988,,0.031348215234893353,0.1648016222336665,0.05962671866402108,0.04807009670727923,0.03751774431818306
store_75,mape,0.25602437377829707,0.20885479694013162,0.26221834233211444,0.05853522267821219,0.20738656831691457,0.10978477623132746,,0.05853522267821219,0.1689223342323165,0.07735904586516071,0.0958703561787712,0.057306029326608346
store_76,mape,0.18309505363305498,0.17653081529108045,0.18496388013035264,0.02832367419113932,0.17570788891197942,0.09594675508477474,,0.02832367419113932,0.15597468096216477,0.0695509982062357,0.0684106640775284,0.043302016915085575
store_77,mape,0.1442923145930915,0.11627344083524589,0.1469210058582378,0.03160323740745788,0.1155451845709212,0.07337749546773412,,0.03160323740745788,0.13961522004501623,0.0607127018799765,0.06174423354210747,0.047985975548764624
store_78,mape,0.18325773662585615,0.14750047069133593,0.18627398437279624,0.040725016036552514,0.14775833171488245,0.1364149409441452,,0.040725016036552514,0.1650860721827076,0.07811557516456526,0.07998308592029366,0.05016528978397432
store_79,mape,0.1725648394480483,0.1548255545757447,0.17497560649776714,0.01745126665678051,0.15379132385663388,0.07003047869558218,,0.01745126665678051,0.15309265969716535,0.05472101900602324,0.04590757677197791,0.023959382010118973
store_8,mape,0.2270640092617171,0.2087021307190134,0.23002603602833513,0.04299302749488445,0.20094663800093557,0.08639351536182312,,0.04299302749488445,0.17542028602981546,0.08555839693163782,0.09036325708057386,0.0551579437857847
store_80,mape,0.15577418109485658,0.13768921729289366,0.15758684392421105,0.02456770323346453,0.13448549300095064,0.07531658604545718,,0.02456770323346453,0.1543916080637951,0.05853712834717671,0.05339688874432852,0.03615940145113111
store_81,mape,0.1967877959551306,0.17561678164245215,0.19908145584718673,0.035456214273095185,0.17113840288724327,0.07887789637014783,,0.035456214273095185,0.1541932729477355,0.06761884891004741,0.07049943074272456,0.041531107006800405
store_82,mape,0.13028322937946973,0.1120687794616172,0.13098794234069724,0.017606320685288362,0.10698551603883652,0.06405077528277311,,0.017606320685288362,0.13676593214621638,0.04658373390905872,0.039604701652272416,0.0261124131581236
store_83,mape,0.21830148544703545,0.20914264060240967,0.22087064739896323,0.02606038983207179,0.21392547591567804,0.05669240302026479,,0.02606038983207179,0.16318202122852274,0.0682280564416496,0.05442375471509301,0.03190290551843254
store_84,mape,0.19526626065523886,0.17479180748238937,0.19800289738099872,0.030884678739860248,0.17472495472769894,0.08481422008200734,,0.030884678739860248,0.15819343173705944,0.06028640496601269,0.06347607984243196,0.03474780618041478
store_85,mape,0.18203610358841166,0.15927121962130544,0.1843896004490472,0.03920368892304908,0.15395393316026493,0.05298597650585681,,0.03920368892304908,0.155782296162348,0.05526680087019731,0.06267703480174015,0.03705029318391688
store_86,mape,0.17451858373425824,0.1643511792682077,0.17692744189763693,0.0303917609674068,0.16152292540647853,0.07786760251946992,,0.0303917609674068,0.14185753407980556,0.049282694534025034,0.05525417432386111,0.03157861426074131
store_87,mape,0.21552776051043093,0.19723802393178602,0.21651971337165105,0.029773541309043434,0.19398976070626733,0.07168518687544122,,0.029773541309043434,0.15551661848999343,0.0568261592062048,0.054016785118209065,0.030901368641828658
store_88,mape,0.25759333036298726,0.25180046736558137,0.26403844412274846,0.03722130764228984,0.25519709541302177,0.12847510266101783,,0.03722130764228984,0.16375765427263606,0.08587414182092715,0.0732429039890311,0.0420665045119619
store_89,mape,0.17994952050470908,0.16642119739282601,0.181299115288181,0.023608508785169534,0.16581898662682457,0.0763986459655991,,0.023608508785169534,0.15447177570849327,0.05506423293214178,0.05304025395338023,0.028624582238304812
store_9,mape,0.16662820443360346,0.13477881520904372,0.1683823982087436,0.02329363429206671,0.1304993741699606,0.07349823356986077,,0.02329363429206671,0.14258396839745774,0.05183366414532685,0.04960356688384012,0.026810686191569448
store_90,mape,0.16778293359489693,0.1545086837180217,0.16857949176026824,0.02417476765308116,0.14994596118287645,0.06638511899172284,,0.02417476765308116,0.15950984334983187,0.05588455561704524,0.0547109605870591,0.03197104046121894
store_91,mape,0.13162245264256206,0.11722641501732352,0.13280667812924643,0.025212298731190907,0.11729812736375037,0.059550643690589364,,0.025212298731190907,0.1500738710088304,0.049517828410033535,0.05059262369821157,0.031534167656302396
store_92,mape,0.19079449792522998,0.18332663219511652,0.1919300074281358,0.02991188591731298,0.1794748037589439,0.06846652394255177,,0.02991188591731298,0.15389212791670442,0.05872756506307719,0.058835523279743784,0.031802227083239674
store_93,mape,0.14455148423540493,0.1169910729528636,0.146856850748123,0.02451337242874436,0.1126420600225247,0.08131193503425625,,0.02451337242874436,0.15460584069544794,0.049184107922763204,0.05024441742435613,0.031903158823740264
store_94,mape,0.2142913390753895,0.21229209528415144,0.21692655109886688,0.029639417219022763,0.20895064497324278,0.06890714236566667,,0.029639417219022763,0.16190006220857037,0.06935621984899956,0.0610818577885711,0.028660406087063533
store_95,mape,0.14005962695209556,0.1422046947708341,0.14387493134142879,0.023597309999664046,0.1250561189835115,0.09996103784418145,,0.023597309999664046,0.15134749005238085,0.0548309825868066,0.05123820243344148,0.03122488578958006
store_96,mape,0.17992544454119683,0.16538274117409044,0.1813339142013372,0.028508834225160273,0.15813070163829174,0.06987915154822968,,0.028508834225160273,0.1535302715903868,0.055881885126356355,0.05592365735986334,0.028211067009808723
store_97,mape,0.22022623685824078,0.1894018093081157,0.22181945755390484,0.025529102232454488,0.1897058884888672,0.3363316856253761,,0.025529102232454488,0.13884736052603922,0.13013805116888771,0.0733090574920041,0.04959814163939113
store_98,mape,0.17255521993126072,0.1969463372955403,0.1739195105257082,0.036929686861838,0.21211287612337393,0.10520002634951575,,0.036929686861838,0.1362694415610519,0.08121405597234072,0.07617308540451799,0.046686346178197384
store_99,mape,0.21654638876345716,0.19083701600800723,0.21882230759843338,0.01932190111237228,0.18661909583750846,0.06289010357143014,,0.01932190111237228,0.15960962165368364,0.06388846072314375,0.04957654368576746,0.027455807685423782
